iter	AUC	Logloss
6370	0.8308374882	0.5212009108
6371	0.8308418989	0.5211956096
6372	0.8308452368	0.5211905123
6373	0.8308513761	0.5211837839
6374	0.8308548331	0.521177871
6375	0.8308582306	0.5211701638
6376	0.8308616281	0.5211631907
6377	0.8308651447	0.5211574002
6378	0.8308703899	0.5211518135
6379	0.8308756948	0.5211456967
6380	0.830879122	0.5211389275
6381	0.8308832645	0.5211313427
6382	0.8308875263	0.5211256337
6383	0.8308907151	0.5211191499
6384	0.8308962882	0.5211134817
6385	0.8309013247	0.5211068348
6386	0.8309044838	0.5211004326
6387	0.8309086263	0.5210947644
6388	0.8309139609	0.5210885253
6389	0.8309189081	0.5210822046
6390	0.8309230804	0.5210754761
6391	0.830927074	0.5210685846
6392	0.8309313059	0.5210630387
6393	0.8309364915	0.5210570442
6394	0.8309421837	0.521050642
6395	0.8309468627	0.5210442398
6396	0.8309510946	0.5210365734
6397	0.8309547305	0.5210298858
6398	0.8309594989	0.5210243807
6399	0.8309633732	0.5210189163
6400	0.8309677839	0.5210145123
6401	0.8309713602	0.5210070906
6402	0.8309749067	0.5209993019
6403	0.8309800625	0.5209946123
6404	0.8309857547	0.5209873945
6405	0.8309913278	0.5209817671
6406	0.8309977055	0.5209756503
6407	0.8310032487	0.5209707161
6408	0.8310070634	0.5209651703
6409	0.8310110569	0.5209592166
6410	0.8310166001	0.5209526105
6411	0.8310194314	0.5209457189
6412	0.8310257196	0.5209382972
6413	0.8310294449	0.5209325474
6414	0.831034869	0.5209266346
6415	0.8310395479	0.5209203139
6416	0.8310462236	0.5209137893
6417	0.8310530186	0.5209071424
6418	0.8310574591	0.5209015966
6419	0.8310621381	0.5208955613
6420	0.8310661316	0.5208890776
6421	0.8310721815	0.52088292
6422	0.8310782909	0.5208768032
6423	0.8310808241	0.5208717059
6424	0.8310861886	0.5208653037
6425	0.831092149	0.5208594724
6426	0.8310953975	0.5208528662
6427	0.8311015964	0.5208465863
6428	0.8311057389	0.5208405104
6429	0.8311099112	0.5208330887
6430	0.8311159015	0.5208262787
6431	0.8311205804	0.5208209367
6432	0.8311253786	0.5208154316
6433	0.8311297297	0.5208088662
6434	0.8311334252	0.5208026271
6435	0.8311372995	0.5207948792
6436	0.8311421275	0.5207891702
6437	0.8311470747	0.5207831758
6438	0.8311504424	0.5207747346
6439	0.8311567307	0.5207690256
6440	0.831161797	0.5207633982
6441	0.8311659694	0.5207561804
6442	0.8311726451	0.5207499413
6443	0.8311795592	0.5207422341
6444	0.8311861753	0.5207358727
6445	0.8311907053	0.5207295112
6446	0.8311949968	0.5207237207
6447	0.8312006593	0.5207185418
6448	0.8312053978	0.5207119765
6449	0.831210494	0.5207056966
6450	0.8312155008	0.5206999876
6451	0.8312215209	0.5206935446
6452	0.8312258124	0.5206872647
6453	0.8312303424	0.520682249
6454	0.8312366009	0.5206758875
6455	0.8312421143	0.5206705455
6456	0.831248343	0.5206649996
6457	0.8312532902	0.5206585159
6458	0.8312594295	0.5206531331
6459	0.8312654495	0.520646894
6460	0.8312697411	0.520641552
6461	0.8312759995	0.5206348235
6462	0.831281811	0.5206294408
6463	0.8312858939	0.5206235687
6464	0.8312903643	0.5206183082
6465	0.8312947154	0.5206135779
6466	0.83130005	0.5206061563
6467	0.8313032985	0.5205994278
6468	0.8313085437	0.5205938819
6469	0.831312716	0.5205884584
6470	0.8313162923	0.5205811998
6471	0.8313216567	0.5205749199
6472	0.831325531	0.5205673759
6473	0.8313308358	0.5205615446
6474	0.8313341141	0.5205545714
6475	0.831338644	0.5205491479
6476	0.8313435316	0.5205426233
6477	0.8313473463	0.5205357318
6478	0.8313528895	0.5205293295
6479	0.8313589096	0.5205227642
6480	0.8313625455	0.5205160357
6481	0.8313676715	0.5205094296
6482	0.8313711882	0.5205024565
6483	0.831374824	0.5204944639
6484	0.8313800693	0.5204892035
6485	0.8313861191	0.5204832498
6486	0.8313895464	0.5204759097
6487	0.8313933313	0.520468855
6488	0.8313968778	0.5204614333
6489	0.8314011097	0.5204551942
6490	0.8314068317	0.5204492405
6491	0.8314111829	0.5204440209
6492	0.8314152956	0.5204372924
6493	0.8314198256	0.5204310941
6494	0.8314238787	0.5204263638
6495	0.8314291239	0.520419513
6496	0.8314340115	0.5204149866
6497	0.8314403296	0.520408462
6498	0.8314458132	0.5204026307
6499	0.8314511776	0.5203955352
6500	0.8314544559	0.520388399
6501	0.8314599395	0.5203827716
6502	0.8314646482	0.5203773072
6503	0.831471324	0.5203708235
6504	0.8314762712	0.5203647475
6505	0.8314790726	0.5203592831
6506	0.8314849436	0.5203534926
6507	0.8314889073	0.5203456223
6508	0.831494391	0.5203402396
6509	0.8315002918	0.5203344083
6510	0.8315043449	0.5203281284
6511	0.831507653	0.5203230718
6512	0.8315131664	0.5203172405
6513	0.8315178752	0.5203105528
6514	0.8315236568	0.5203046399
6515	0.8315283656	0.5202999096
6516	0.8315333426	0.5202940375
6517	0.8315365314	0.5202877169
6518	0.8315410018	0.5202817632
6519	0.8315455914	0.5202755649
6520	0.83154881	0.5202689587
6521	0.8315541446	0.5202630051
6522	0.8315577209	0.5202556242
6523	0.8315645754	0.5202489365
6524	0.8315704167	0.5202434722
6525	0.8315744996	0.5202362952
6526	0.8315812349	0.5202297298
6527	0.8315860033	0.5202247141
6528	0.831591785	0.5202190051
6529	0.831595242	0.5202147641
6530	0.831600368	0.5202090143
6531	0.8316042721	0.5202025306
6532	0.8316097856	0.5201958837
6533	0.8316133618	0.5201894814
6534	0.8316166401	0.5201825083
6535	0.8316227198	0.5201755352
6536	0.8316282034	0.5201699077
6537	0.8316321373	0.5201638725
6538	0.8316371441	0.5201576742
6539	0.8316422701	0.520151639
6540	0.8316472173	0.520144462
6541	0.8316520452	0.5201385898
6542	0.8316576481	0.5201321876
6543	0.8316619396	0.5201268049
6544	0.831666559	0.5201224008
6545	0.8316708803	0.5201160393
6546	0.8316760063	0.5201107381
6547	0.831679523	0.5201040097
6548	0.8316857815	0.5200975667
6549	0.8316909075	0.5200922247
6550	0.8316949606	0.5200853331
6551	0.8316986561	0.5200802766
6552	0.8317030072	0.5200754647
6553	0.8317072392	0.5200686139
6554	0.8317140341	0.5200620486
6555	0.8317178488	0.5200548716
6556	0.8317235112	0.5200484286
6557	0.8317295313	0.5200417817
6558	0.8317353129	0.5200350532
6559	0.8317405581	0.5200294258
6560	0.8317457736	0.5200231459
6561	0.8317508101	0.5200175592
6562	0.8317549825	0.5200116463
6563	0.8317611516	0.5200059374
6564	0.8317649364	0.52000084
6565	0.8317693472	0.5199950087
6566	0.8317734003	0.519986853
6567	0.8317788243	0.5199806955
6568	0.8317828774	0.5199738447
6569	0.8317868114	0.5199665453
6570	0.8317920566	0.5199604285
6571	0.8317967057	0.519955372
6572	0.8318029046	0.5199496222
6573	0.8318088651	0.5199441171
6574	0.8318122029	0.51993641
6575	0.8318183422	0.5199306602
6576	0.8318222165	0.5199229939
6577	0.8318269253	0.519916347
6578	0.8318305016	0.5199084767
6579	0.8318359256	0.5199032978
6580	0.8318420053	0.5198973034
6581	0.83184582	0.5198902895
6582	0.8318516016	0.5198850698
6583	0.831857264	0.5198786268
6584	0.83186239	0.519872714
6585	0.8318676949	0.5198663933
6586	0.8318724632	0.5198599503
6587	0.8318779171	0.5198540782
6588	0.8318838179	0.5198473905
6589	0.8318887353	0.5198418038
6590	0.831892252	0.5198353608
6591	0.8318952918	0.5198282654
6592	0.8318991661	0.5198245138
6593	0.8319039047	0.5198184785
6594	0.8319092095	0.5198116277
6595	0.8319146633	0.5198063265
6596	0.8319190741	0.5198007399
6597	0.8319242597	0.5197960911
6598	0.8319295049	0.5197904229
6599	0.8319347501	0.5197841838
6600	0.8319397569	0.5197778631
6601	0.8319457173	0.5197713386
6602	0.8319503665	0.5197645693
6603	0.8319569528	0.5197582487
6604	0.8319612145	0.5197529067
6605	0.8319641948	0.5197458928
6606	0.8319702744	0.5197392459
6607	0.8319765925	0.5197331699
6608	0.8319827616	0.5197269308
6609	0.8319883943	0.5197203247
6610	0.8319936991	0.5197138409
6611	0.8319981694	0.5197065823
6612	0.8320043087	0.5197011995
6613	0.8320100009	0.519695042
6614	0.8320129216	0.5196891291
6615	0.8320183158	0.5196830939
6616	0.8320213556	0.519675713
6617	0.8320267498	0.5196695146
6618	0.8320323229	0.5196634794
6619	0.83203879	0.5196570364
6620	0.8320423365	0.519651042
6621	0.8320457339	0.5196443135
6622	0.8320503235	0.5196390939
6623	0.8320569396	0.5196320392
6624	0.8320607543	0.5196249845
6625	0.8320638537	0.5196181337
6626	0.8320695162	0.5196120577
6627	0.8320732713	0.5196042282
6628	0.8320786357	0.5195988047
6629	0.8320855498	0.5195919131
6630	0.8320889473	0.5195850623
6631	0.8320940137	0.5195804544
6632	0.8320997953	0.5195751124
6633	0.8321039081	0.5195674868
6634	0.8321071863	0.5195607583
6635	0.8321107626	0.5195542338
6636	0.8321159482	0.5195488102
6637	0.8321193457	0.519542041
6638	0.8321230412	0.5195342931
6639	0.8321275711	0.5195285841
6640	0.8321328163	0.519523079
6641	0.8321367502	0.5195172885
6642	0.8321422338	0.519511294
6643	0.8321476579	0.5195053404
6644	0.8321530223	0.5194994682
6645	0.8321590424	0.5194937593
6646	0.8321628571	0.5194859298
6647	0.8321681619	0.5194794868
6648	0.8321737051	0.5194741448
6649	0.8321806192	0.5194665192
6650	0.8321867883	0.5194604024
6651	0.832190156	0.5194537963
6652	0.8321935833	0.519446864
6653	0.8321976066	0.5194388714
6654	0.8322017193	0.5194329585
6655	0.8322075009	0.5194264747
6656	0.8322111964	0.5194204395
6657	0.8322176337	0.5194141188
6658	0.8322236538	0.5194071865
6659	0.8322267532	0.5193999687
6660	0.8322330713	0.5193933218
6661	0.8322386146	0.5193880206
6662	0.8322432041	0.519383331
6663	0.8322460353	0.5193772143
6664	0.8322519064	0.5193706489
6665	0.8322558403	0.5193648584
6666	0.8322594166	0.5193575998
6667	0.8322638273	0.5193532365
6668	0.8322689831	0.5193471197
6669	0.8322729468	0.5193414107
6670	0.8322790265	0.5193358649
6671	0.8322840631	0.5193296665
6672	0.8322885036	0.5193227342
6673	0.8322948217	0.5193164135
6674	0.8323000073	0.5193113162
6675	0.8323050737	0.5193043023
6676	0.8323088288	0.5192975331
6677	0.8323137164	0.5192911716
6678	0.8323178291	0.5192847694
6679	0.8323230445	0.5192788973
6680	0.8323284984	0.5192729436
6681	0.8323333859	0.5192672754
6682	0.8323399127	0.5192607916
6683	0.8323450089	0.5192547156
6684	0.8323498368	0.5192493736
6685	0.8323541284	0.5192435423
6686	0.8323580027	0.5192379964
6687	0.8323627412	0.5192320836
6688	0.8323666453	0.5192262114
6689	0.832372576	0.5192200947
6690	0.8323769569	0.5192132847
6691	0.8323826194	0.5192072087
6692	0.8323863745	0.5192008064
6693	0.8323915005	0.5191950974
6694	0.8323976696	0.519189103
6695	0.8324012756	0.519181192
6696	0.8324073553	0.5191751975
6697	0.83241117	0.5191681021
6698	0.8324154019	0.5191642689
6699	0.8324183822	0.5191568064
6700	0.8324237466	0.5191508935
6701	0.8324274421	0.5191437165
6702	0.8324316144	0.519136825
6703	0.8324368596	0.5191317684
6704	0.8324396014	0.5191245506
6705	0.8324453831	0.5191194941
6706	0.8324497342	0.5191134589
6707	0.8324533701	0.5191060372
6708	0.8324562609	0.5191000427
6709	0.8324617147	0.5190944561
6710	0.8324654102	0.5190876053
6711	0.8324708343	0.519082141
6712	0.8324764967	0.5190761873
6713	0.8324825168	0.519069622
6714	0.8324882388	0.5190648917
6715	0.8324929476	0.5190583671
6716	0.8324985504	0.519053229
6717	0.8325041831	0.5190465413
6718	0.8325080276	0.5190392012
6719	0.8325131536	0.5190336145
6720	0.8325160742	0.5190265191
6721	0.8325200081	0.5190187304
6722	0.8325235248	0.5190116349
6723	0.8325287402	0.5190061706
6724	0.8325324655	0.5189991975
6725	0.8325382471	0.5189927953
6726	0.8325413167	0.5189857813
6727	0.8325455785	0.5189780334
6728	0.8325500488	0.5189730585
6729	0.8325554132	0.518967798
6730	0.8325613737	0.518961722
6731	0.8325673938	0.5189557276
6732	0.8325709105	0.5189497331
6733	0.8325768113	0.518943494
6734	0.832580626	0.5189360316
6735	0.8325877786	0.5189291808
6736	0.8325906992	0.5189229417
6737	0.8325952291	0.5189171511
6738	0.8325998187	0.518911279
6739	0.8326043785	0.518905203
6740	0.8326090872	0.5189003911
6741	0.8326126933	0.5188928879
6742	0.8326185942	0.5188864041
6743	0.8326247931	0.5188804097
6744	0.8326301277	0.5188753124
6745	0.8326337636	0.5188675237
6746	0.8326394558	0.5188614477
6747	0.8326452076	0.518855127
6748	0.8326484859	0.5188490918
6749	0.8326539397	0.5188427303
6750	0.832658112	0.5188354718
6751	0.8326644301	0.5188295181
6752	0.8326684237	0.5188239314
6753	0.8326716423	0.5188166729
6754	0.8326780796	0.5188104745
6755	0.8326841593	0.518804684
6756	0.8326894045	0.5187984041
6757	0.8326949477	0.5187931437
6758	0.8327012062	0.5187870269
6759	0.832706809	0.518781114
6760	0.8327128887	0.5187754458
6761	0.8327170908	0.5187687989
6762	0.8327218294	0.5187627637
6763	0.8327279687	0.5187570547
6764	0.8327336311	0.5187511826
6765	0.8327372074	0.5187449435
6766	0.8327426612	0.5187384189
6767	0.8327476382	0.5187333216
6768	0.8327532709	0.5187274087
6769	0.8327569962	0.5187211288
6770	0.8327630162	0.5187149713
6771	0.8327682614	0.5187088137
6772	0.8327738643	0.5187032678
6773	0.8327772617	0.5186975181
6774	0.8327823281	0.5186925839
6775	0.8327888548	0.518686671
6776	0.8327940702	0.5186810843
6777	0.8327994943	0.5186753753
6778	0.8328056335	0.5186692178
6779	0.8328094482	0.5186635496
6780	0.8328149915	0.5186575959
6781	0.8328205347	0.5186516422
6782	0.832824707	0.5186468304
6783	0.8328298032	0.5186411214
6784	0.8328353167	0.5186352493
6785	0.8328402042	0.51862848
6786	0.8328437805	0.5186226895
6787	0.8328474164	0.5186153494
6788	0.8328524232	0.5186094773
6789	0.8328583837	0.5186037275
6790	0.8328645229	0.518597366
6791	0.8328689337	0.51859129
6792	0.8328723609	0.5185847247
6793	0.832877636	0.5185797089
6794	0.8328814209	0.5185736737
6795	0.8328862488	0.5185685356
6796	0.8328907192	0.5185630305
6797	0.8328942657	0.518555772
6798	0.8328998089	0.5185495328
6799	0.8329041004	0.5185432937
6800	0.8329094648	0.5185378294
6801	0.8329125345	0.5185308563
6802	0.8329164088	0.5185261668
6803	0.8329215646	0.518519316
6804	0.8329265118	0.518513974
6805	0.8329321742	0.5185081427
6806	0.8329359889	0.5185018628
6807	0.8329414725	0.5184953382
6808	0.8329467773	0.5184892622
6809	0.8329520822	0.5184835532
6810	0.8329572082	0.5184779666
6811	0.8329623938	0.5184718498
6812	0.8329665065	0.5184654476
6813	0.8329710364	0.5184602687
6814	0.8329765201	0.5184543966
6815	0.8329815865	0.5184489323
6816	0.8329857588	0.5184413882
6817	0.8329916	0.5184358016
6818	0.8329944611	0.5184289508
6819	0.832998395	0.5184213252
6820	0.833003819	0.5184151676
6821	0.8330090642	0.5184097441
6822	0.8330135345	0.5184037089
6823	0.8330174685	0.5183971843
6824	0.8330221176	0.518390986
6825	0.8330268264	0.5183851139
6826	0.8330303729	0.5183773252
6827	0.833034575	0.5183709637
6828	0.8330392838	0.5183658257
6829	0.8330442309	0.5183590156
6830	0.8330495059	0.5183532251
6831	0.8330547214	0.5183467413
6832	0.8330585361	0.5183393196
6833	0.8330643773	0.5183323873
6834	0.8330707848	0.5183259035
6835	0.8330765367	0.5183194605
6836	0.8330824971	0.5183132622
6837	0.8330871165	0.5183080425
6838	0.8330925107	0.5183020888
6839	0.8330982327	0.5182968284
6840	0.833101809	0.5182900592
6841	0.8331087232	0.5182828414
6842	0.8331140578	0.5182772139
6843	0.8331182897	0.518269833
6844	0.8331236243	0.5182642056
6845	0.8331290483	0.5182582519
6846	0.8331342936	0.5182518905
6847	0.8331385255	0.5182451213
6848	0.8331445456	0.5182393307
6849	0.8331505954	0.5182329285
6850	0.8331555128	0.5182279943
6851	0.8331584334	0.5182217552
6852	0.8331652284	0.5182162501
6853	0.8331698179	0.5182102149
6854	0.8331760168	0.5182031602
6855	0.8331812024	0.5181974104
6856	0.8331847489	0.5181906412
6857	0.8331884146	0.518182934
6858	0.8331920505	0.5181763687
6859	0.833196044	0.5181702519
6860	0.8332014084	0.5181638089
6861	0.8332059681	0.5181575698
6862	0.833212316	0.5181499442
6863	0.8332176208	0.5181450508
6864	0.8332232237	0.5181393826
6865	0.8332265019	0.5181337959
6866	0.8332320452	0.5181280869
6867	0.8332378864	0.5181227449
6868	0.8332442939	0.5181158942
6869	0.8332498968	0.5181099405
6870	0.8332554102	0.5181031305
6871	0.8332605958	0.5180972584
6872	0.8332644105	0.5180914271
6873	0.8332684934	0.5180850248
6874	0.8332740068	0.5180800498
6875	0.8332775831	0.5180730767
6876	0.833280623	0.5180669192
6877	0.8332839012	0.5180594975
6878	0.8332875669	0.5180521573
6879	0.8332903683	0.5180458775
6880	0.8332938552	0.5180386189
6881	0.8332984149	0.5180321351
6882	0.8333034813	0.5180267523
6883	0.833309114	0.518020921
6884	0.8333144784	0.5180143149
6885	0.833319664	0.5180086875
6886	0.8333252072	0.5180026115
6887	0.8333306909	0.5179966578
6888	0.8333356977	0.5179908672
6889	0.8333417773	0.5179847912
6890	0.8333451152	0.5179785114
6891	0.8333502412	0.5179732509
6892	0.8333547115	0.5179677458
6893	0.8333608508	0.5179624038
6894	0.8333647549	0.5179563686
6895	0.8333698511	0.5179501703
6896	0.8333730698	0.5179428302
6897	0.833376199	0.5179361017
6898	0.8333816528	0.517930148
6899	0.8333855867	0.5179238274
6900	0.8333921134	0.5179179553
6901	0.8333963156	0.5179118385
6902	0.8334011436	0.5179071897
6903	0.8334060311	0.5179011953
6904	0.8334127069	0.517894997
6905	0.8334183991	0.5178881054
6906	0.8334226012	0.5178831712
6907	0.8334287703	0.5178778292
6908	0.8334330618	0.5178717124
6909	0.8334390521	0.5178654733
6910	0.8334422112	0.5178607838
6911	0.8334457874	0.5178538922
6912	0.8334518075	0.5178468375
6913	0.8334574401	0.5178404761
6914	0.8334615827	0.5178341554
6915	0.8334649205	0.5178264891
6916	0.8334704041	0.5178207801
6917	0.8334758878	0.5178141332
6918	0.833480835	0.5178083019
6919	0.8334854841	0.5178025113
6920	0.8334893584	0.5177952527
6921	0.8334951997	0.5177892991
6922	0.8334988952	0.5177834677
6923	0.8335043788	0.5177772694
6924	0.8335096836	0.5177722536
6925	0.8335155845	0.5177665447
6926	0.8335210085	0.5177607133
6927	0.8335271478	0.5177545966
6928	0.8335324824	0.5177496624
6929	0.8335390091	0.5177439534
6930	0.8335419893	0.5177364909
6931	0.8335459828	0.5177293547
6932	0.8335493207	0.5177239719
6933	0.833555758	0.5177179775
6934	0.833560586	0.5177112898
6935	0.8335639238	0.5177063148
6936	0.8335677981	0.5177013398
6937	0.8335726261	0.5176940812
6938	0.8335773349	0.5176889024
6939	0.833581686	0.5176836012
6940	0.8335856795	0.5176760571
6941	0.8335912824	0.5176692879
6942	0.8335957527	0.517664109
6943	0.8336022794	0.5176579515
6944	0.8336061835	0.5176520794
6945	0.8336116076	0.5176452286
6946	0.8336162567	0.5176398866
6947	0.8336205482	0.5176331174
6948	0.8336266279	0.5176276938
6949	0.8336328864	0.5176214139
6950	0.8336364031	0.5176141146
6951	0.8336401582	0.5176077939
6952	0.8336442113	0.5176008616
6953	0.8336490393	0.5175948263
6954	0.8336533308	0.5175887096
6955	0.8336572647	0.5175812879
6956	0.833663106	0.517575742
6957	0.8336669207	0.5175693398
6958	0.8336720169	0.5175637123
6959	0.8336766362	0.5175575548
6960	0.8336808085	0.5175517642
6961	0.8336869478	0.5175461776
6962	0.8336923122	0.5175402239
6963	0.8336974084	0.517533944
6964	0.8337011933	0.5175270525
6965	0.8337045312	0.5175202425
6966	0.8337105811	0.5175139626
6967	0.8337153196	0.5175088652
6968	0.8337212801	0.5175026261
6969	0.8337251544	0.5174954491
6970	0.8337307572	0.5174898625
6971	0.8337337077	0.5174850914
6972	0.8337368965	0.5174782814
6973	0.833742708	0.5174717976
6974	0.8337490261	0.5174651507
6975	0.833754003	0.5174600126
6976	0.8337588906	0.5174545075
6977	0.8337632716	0.5174483092
6978	0.8337681592	0.5174429672
6979	0.8337717056	0.5174352193
6980	0.8337777853	0.5174292656
6981	0.8337822855	0.5174236382
6982	0.8337879181	0.5174179292
6983	0.8337946534	0.5174110784
6984	0.8337985277	0.5174033305
6985	0.8338041902	0.5173970914
6986	0.833807826	0.5173935028
6987	0.8338130116	0.5173880385
6988	0.8338186741	0.5173817994
6989	0.8338241577	0.5173764982
6990	0.8338294029	0.5173704222
6991	0.833833158	0.5173662628
6992	0.8338388205	0.5173601868
6993	0.8338446021	0.5173542331
6994	0.8338503838	0.5173484018
6995	0.833855629	0.5173426113
6996	0.8338608146	0.5173361275
6997	0.8338657916	0.5173305408
6998	0.8338707387	0.5173247503
6999	0.8338742852	0.5173189189
7000	0.8338773847	0.5173112526
7001	0.8338823915	0.5173044018
7002	0.8338875771	0.5172989375
7003	0.8338912427	0.5172916381
7004	0.8338961601	0.5172858884
7005	0.8339011371	0.5172804648
7006	0.8339061439	0.5172755306
7007	0.8339121938	0.5172696177
7008	0.8339158595	0.5172641534
7009	0.8339221478	0.5172578735
7010	0.8339255452	0.5172512674
7011	0.8339288235	0.517246007
7012	0.8339342475	0.5172410728
7013	0.8339371681	0.5172348337
7014	0.8339406848	0.5172285538
7015	0.833946377	0.5172212544
7016	0.8339506984	0.5172160348
7017	0.8339566588	0.5172109374
7018	0.833961457	0.517204943
7019	0.8339659572	0.5171989893
7020	0.8339722157	0.5171929949
7021	0.8339779079	0.5171877345
7022	0.833984077	0.5171828411
7023	0.8339893222	0.5171768874
7024	0.8339930773	0.5171707706
7025	0.8339977264	0.5171655917
7026	0.8340013623	0.5171588633
7027	0.834005475	0.5171531951
7028	0.8340084553	0.5171464258
7029	0.8340122104	0.5171401052
7030	0.834017545	0.5171341107
7031	0.8340215087	0.5171270561
7032	0.8340255022	0.5171196751
7033	0.8340318799	0.5171137623
7034	0.8340377808	0.5171081348
7035	0.8340432644	0.5171017326
7036	0.8340488672	0.5170960644
7037	0.8340546191	0.5170902738
7038	0.8340603113	0.5170844017
7039	0.8340653777	0.5170788966
7040	0.8340704143	0.5170742071
7041	0.8340758383	0.5170680903
7042	0.8340815902	0.5170619735
7043	0.8340876698	0.5170555305
7044	0.8340913653	0.5170481904
7045	0.8340956569	0.5170429708
7046	0.8340990543	0.5170373026
7047	0.8341048658	0.5170313897
7048	0.8341092467	0.5170257622
7049	0.8341153264	0.5170193192
7050	0.8341209292	0.5170132025
7051	0.8341257572	0.5170070857
7052	0.8341309428	0.5170008058
7053	0.8341354132	0.5169953415
7054	0.834141314	0.5169892247
7055	0.8341456652	0.5169810282
7056	0.8341519237	0.5169756454
7057	0.8341580927	0.5169692024
7058	0.8341621161	0.5169633303
7059	0.8341675401	0.5169575398
7060	0.8341727853	0.5169510152
7061	0.8341772556	0.5169459179
7062	0.834181726	0.5169399235
7063	0.8341852725	0.516933195
7064	0.8341891766	0.5169272414
7065	0.8341946602	0.5169212469
7066	0.8341984749	0.5169148855
7067	0.8342045546	0.5169094211
7068	0.8342120647	0.5169027335
7069	0.8342162371	0.5168947001
7070	0.8342216313	0.5168896436
7071	0.8342272043	0.5168837307
7072	0.8342327476	0.516877777
7073	0.8342370987	0.5168721496
7074	0.8342403173	0.5168650949
7075	0.8342454433	0.5168592636
7076	0.8342496157	0.5168531468
7077	0.8342525065	0.5168465407
7078	0.8342567086	0.5168395268
7079	0.8342620134	0.516833777
7080	0.8342662454	0.5168279457
7081	0.8342709541	0.5168210949
7082	0.8342767358	0.5168161199
7083	0.8342809081	0.516809473
7084	0.8342858553	0.5168033155
7085	0.834292084	0.5167976065
7086	0.8342970908	0.5167924684
7087	0.8343020678	0.5167863108
7088	0.8343054056	0.5167787668
7089	0.8343115449	0.5167731394
7090	0.8343163133	0.5167667779
7091	0.8343215585	0.5167617214
7092	0.8343273401	0.5167561755
7093	0.8343331814	0.5167493247
7094	0.8343385458	0.5167434526
7095	0.8343434334	0.5167377028
7096	0.8343487978	0.5167311783
7097	0.8343533874	0.5167249392
7098	0.8343570828	0.516717599
7099	0.8343615532	0.5167129911
7100	0.8343668282	0.5167069151
7101	0.8343706429	0.5166998196
7102	0.8343760371	0.5166950077
7103	0.8343806863	0.5166892987
7104	0.8343861699	0.5166844053
7105	0.834391892	0.5166784109
7106	0.8343973756	0.5166723349
7107	0.8344025016	0.5166667482
7108	0.8344061375	0.5166596528
7109	0.8344103694	0.5166533321
7110	0.8344154358	0.5166476639
7111	0.8344210386	0.5166412617
7112	0.8344273567	0.5166351041
7113	0.8344319463	0.5166290689
7114	0.8344358504	0.5166227482
7115	0.8344417214	0.5166173654
7116	0.8344473243	0.5166110448
7117	0.8344534039	0.5166053358
7118	0.8344566226	0.5165986889
7119	0.8344621658	0.5165932246
7120	0.8344680667	0.5165874748
7121	0.8344736695	0.5165807463
7122	0.8344774246	0.5165741402
7123	0.8344809413	0.5165672487
7124	0.8344845176	0.5165597046
7125	0.8344884515	0.5165530985
7126	0.8344922662	0.5165449836
7127	0.8344974518	0.5165402533
7128	0.8345043659	0.5165331986
7129	0.8345081508	0.516526307
7130	0.8345143199	0.5165203126
7131	0.8345200121	0.5165151745
7132	0.8345257044	0.5165097102
7133	0.8345309496	0.5165035118
7134	0.8345368505	0.5164975582
7135	0.8345407844	0.5164920531
7136	0.8345451951	0.5164865888
7137	0.8345503807	0.5164807574
7138	0.8345561028	0.5164747222
7139	0.8345614672	0.5164687278
7140	0.8345646262	0.5164634673
7141	0.8345695734	0.5164582885
7142	0.8345753551	0.5164516824
7143	0.8345796466	0.5164461365
7144	0.8345843256	0.516440142
7145	0.8345885873	0.5164332505
7146	0.8345940411	0.5164273784
7147	0.8345968127	0.516421547
7148	0.8346017003	0.5164161235
7149	0.8346062303	0.5164105776
7150	0.8346102834	0.5164045016
7151	0.834615171	0.5163979363
7152	0.8346200287	0.5163923496
7153	0.8346253037	0.5163850095
7154	0.83462888	0.5163790151
7155	0.8346347213	0.5163727759
7156	0.8346399665	0.516366496
7157	0.8346446157	0.5163605832
7158	0.8346488476	0.5163547111
7159	0.8346541524	0.516348839
7160	0.8346594572	0.5163433339
7161	0.8346641064	0.5163372171
7162	0.8346678317	0.5163296731
7163	0.8346720338	0.5163254321
7164	0.8346754909	0.5163185813
7165	0.8346799016	0.5163124237
7166	0.8346844912	0.5163053691
7167	0.8346886039	0.5162997008
7168	0.834692955	0.5162937064
7169	0.8346980214	0.5162879566
7170	0.8347033262	0.5162818399
7171	0.8347090781	0.5162759678
7172	0.834713012	0.5162703403
7173	0.834718287	0.5162644682
7174	0.8347222805	0.5162574543
7175	0.8347284198	0.5162515006
7176	0.8347314	0.5162448945
7177	0.8347377777	0.51623837
7178	0.8347432613	0.516233028
7179	0.8347486854	0.5162259733
7180	0.8347529173	0.516220876
7181	0.8347590864	0.5162154932
7182	0.834765166	0.5162089279
7183	0.8347685933	0.516201914
7184	0.8347734213	0.5161960011
7185	0.8347785175	0.5161900882
7186	0.8347851634	0.5161838083
7187	0.8347895741	0.5161788333
7188	0.8347947598	0.5161727573
7189	0.834800005	0.5161672522
7190	0.8348052502	0.5161614209
7191	0.8348081112	0.5161554265
7192	0.8348150849	0.5161495952
7193	0.8348191977	0.5161427036
7194	0.8348240852	0.5161373208
7195	0.8348293304	0.5161303069
7196	0.8348346949	0.5161249242
7197	0.8348389864	0.5161192967
7198	0.8348424733	0.5161123236
7199	0.8348483443	0.5161058806
7200	0.8348543048	0.5160998861
