iter	Passed	Remaining
8026	441485	383563
8027	441525	383495
8028	441556	383419
8029	441592	383347
8030	441623	383272
8031	441662	383202
8032	441691	383125
8033	441723	383050
8034	441756	382976
8035	441794	382906
8036	441832	382837
8037	441864	382762
8038	441904	382694
8039	441939	382622
8040	441969	382545
8041	442007	382475
8042	442042	382403
8043	442079	382333
8044	442119	382265
8045	442152	382190
8046	442189	382121
8047	442224	382048
8048	442255	381972
8049	442298	381908
8050	442336	381838
8051	442374	381768
8052	442418	381704
8053	442462	381639
8054	442493	381564
8055	442531	381494
8056	442561	381418
8057	442597	381346
8058	442627	381270
8059	442657	381194
8060	442687	381118
8061	442723	381046
8062	442763	380978
8063	442800	380908
8064	442837	380838
8065	442872	380765
8066	442910	380696
8067	442942	380622
8068	442976	380549
8069	443012	380477
8070	443053	380411
8071	443093	380343
8072	443136	380278
8073	443171	380206
8074	443203	380132
8075	443240	380061
8076	443272	379987
8077	443307	379915
8078	443337	379839
8079	443369	379764
8080	443407	379695
8081	443441	379622
8082	443474	379549
8083	443512	379479
8084	443548	379408
8085	443586	379339
8086	443620	379266
8087	443656	379195
8088	443690	379122
8089	443727	379052
8090	443763	378981
8091	443795	378907
8092	443829	378834
8093	443870	378767
8094	443908	378698
8095	443950	378632
8096	443983	378559
8097	444027	378495
8098	444060	378421
8099	444095	378350
8100	444132	378280
8101	444168	378209
8102	444206	378140
8103	444244	378071
8104	444280	378000
8105	444318	377931
8106	444356	377862
8107	444393	377792
8108	444431	377723
8109	444468	377653
8110	444504	377582
8111	444540	377511
8112	444584	377447
8113	444618	377374
8114	444656	377305
8115	444699	377241
8116	444739	377173
8117	444782	377108
8118	444824	377043
8119	444864	376975
8120	444904	376908
8121	444951	376847
8122	445003	376789
8123	445046	376725
8124	445082	376654
8125	445121	376586
8126	445158	376516
8127	445199	376449
8128	445236	376380
8129	445281	376317
8130	445318	376247
8131	445349	376172
8132	445384	376100
8133	445427	376036
8134	445464	375966
8135	445508	375902
8136	445539	375828
8137	445570	375753
8138	445627	375700
8139	445660	375627
8140	445697	375557
8141	445735	375488
8142	445770	375417
8143	445808	375348
8144	445843	375276
8145	445873	375201
8146	445910	375131
8147	445944	375060
8148	445982	374991
8149	446019	374921
8150	446058	374853
8151	446097	374785
8152	446136	374717
8153	446178	374652
8154	446216	374583
8155	446258	374517
8156	446294	374447
8157	446330	374377
8158	446368	374308
8159	446401	374235
8160	446443	374169
8161	446474	374095
8162	446511	374025
8163	446545	373954
8164	446580	373882
8165	446614	373810
8166	446651	373741
8167	446687	373670
8168	446732	373607
8169	446767	373536
8170	446802	373465
8171	446850	373405
8172	446891	373339
8173	446932	373272
8174	446969	373203
8175	447010	373137
8176	447043	373064
8177	447082	372996
8178	447125	372932
8179	447163	372864
8180	447209	372801
8181	447246	372732
8182	447281	372661
8183	447320	372594
8184	447357	372524
8185	447394	372455
8186	447434	372388
8187	447473	372320
8188	447507	372249
8189	447546	372180
8190	447591	372118
8191	447627	372048
8192	447689	371999
8193	447727	371931
8194	447763	371861
8195	447798	371790
8196	447843	371727
8197	447880	371658
8198	447926	371596
8199	447975	371536
8200	448011	371466
8201	448057	371405
8202	448098	371339
8203	448137	371271
8204	448174	371202
8205	448214	371135
8206	448255	371070
8207	448300	371007
8208	448334	370935
8209	448368	370864
8210	448404	370793
8211	448444	370727
8212	448484	370660
8213	448520	370590
8214	448568	370530
8215	448610	370465
8216	448642	370392
8217	448679	370323
8218	448711	370250
8219	448744	370177
8220	448776	370103
8221	448812	370034
8222	448847	369963
8223	448882	369892
8224	448919	369823
8225	448952	369751
8226	448989	369682
8227	449022	369609
8228	449069	369549
8229	449108	369482
8230	449143	369410
8231	449178	369340
8232	449218	369274
8233	449261	369209
8234	449300	369142
8235	449339	369074
8236	449377	369006
8237	449410	368934
8238	449443	368862
8239	449484	368796
8240	449526	368732
8241	449569	368668
8242	449607	368599
8243	449645	368531
8244	449676	368457
8245	449711	368387
8246	449750	368319
8247	449789	368252
8248	449824	368181
8249	449858	368111
8250	449900	368045
8251	449938	367978
8252	449979	367912
8253	450019	367845
8254	450060	367780
8255	450099	367713
8256	450143	367649
8257	450186	367586
8258	450219	367513
8259	450257	367445
8260	450291	367375
8261	450325	367303
8262	450359	367232
8263	450400	367166
8264	450434	367095
8265	450471	367026
8266	450506	366956
8267	450547	366890
8268	450584	366822
8269	450618	366750
8270	450656	366683
8271	450702	366621
8272	450746	366558
8273	450803	366505
8274	450839	366436
8275	450876	366368
8276	450917	366302
8277	450958	366236
8278	450988	366162
8279	451023	366091
8280	451062	366025
8281	451098	365955
8282	451130	365883
8283	451160	365809
8284	451190	365734
8285	451224	365663
8286	451265	365597
8287	451301	365528
8288	451337	365458
8289	451373	365389
8290	451409	365320
8291	451443	365249
8292	451480	365180
8293	451520	365114
8294	451554	365044
8295	451598	364980
8296	451634	364911
8297	451673	364844
8298	451708	364774
8299	451742	364703
8300	451776	364632
8301	451811	364562
8302	451849	364494
8303	451886	364426
8304	451923	364357
8305	451959	364288
8306	451995	364219
8307	452033	364151
8308	452070	364083
8309	452102	364010
8310	452142	363944
8311	452178	363875
8312	452210	363803
8313	452241	363729
8314	452275	363659
8315	452309	363587
8316	452344	363517
8317	452379	363448
8318	452409	363374
8319	452441	363301
8320	452479	363234
8321	452514	363164
8322	452553	363097
8323	452583	363023
8324	452613	362949
8325	452650	362881
8326	452685	362812
8327	452723	362743
8328	452758	362674
8329	452788	362600
8330	452828	362534
8331	452862	362463
8332	452898	362394
8333	452937	362328
8334	452976	362261
8335	453010	362191
8336	453042	362118
8337	453079	362050
8338	453114	361980
8339	453153	361914
8340	453186	361842
8341	453222	361773
8342	453260	361706
8343	453292	361634
8344	453332	361568
8345	453373	361503
8346	453403	361429
8347	453435	361357
8348	453469	361287
8349	453507	361220
8350	453544	361151
8351	453576	361079
8352	453612	361010
8353	453649	360942
8354	453690	360877
8355	453727	360809
8356	453769	360745
8357	453808	360679
8358	453839	360606
8359	453878	360539
8360	453908	360466
8361	453942	360395
8362	453982	360330
8363	454023	360265
8364	454063	360200
8365	454094	360126
8366	454133	360060
8367	454170	359992
8368	454200	359919
8369	454241	359854
8370	454275	359784
8371	454309	359713
8372	454342	359642
8373	454377	359572
8374	454411	359502
8375	454445	359432
8376	454477	359360
8377	454512	359291
8378	454548	359222
8379	454582	359152
8380	454615	359081
8381	454648	359009
8382	454712	358963
8383	454756	358901
8384	454794	358834
8385	454841	358774
8386	454877	358705
8387	454914	358638
8388	454953	358571
8389	454989	358502
8390	455024	358433
8391	455054	358359
8392	455093	358293
8393	455126	358222
8394	455160	358153
8395	455199	358086
8396	455236	358019
8397	455274	357951
8398	455308	357881
8399	455341	357810
8400	455376	357741
8401	455411	357672
8402	455443	357600
8403	455479	357532
8404	455514	357463
8405	455548	357393
8406	455584	357324
8407	455617	357253
8408	455648	357181
8409	455688	357115
8410	455726	357048
8411	455761	356979
8412	455791	356906
8413	455830	356840
8414	455866	356772
8415	455901	356703
8416	455932	356630
8417	455976	356568
8418	456015	356502
8419	456045	356429
8420	456080	356360
8421	456119	356293
8422	456158	356228
8423	456198	356162
8424	456238	356097
8425	456272	356027
8426	456309	355960
8427	456344	355891
8428	456382	355824
8429	456420	355757
8430	456455	355688
8431	456486	355616
8432	456522	355548
8433	456555	355477
8434	456594	355412
8435	456630	355343
8436	456666	355275
8437	456707	355211
8438	456744	355143
8439	456781	355076
8440	456814	355005
8441	456844	354932
8442	456875	354860
8443	456908	354789
8444	456939	354717
8445	456969	354645
8446	457001	354574
8447	457040	354508
8448	457078	354441
8449	457120	354378
8450	457156	354310
8451	457195	354243
8452	457225	354171
8453	457263	354104
8454	457295	354033
8455	457325	353960
8456	457356	353888
8457	457395	353823
8458	457427	353751
8459	457463	353683
8460	457500	353616
8461	457534	353547
8462	457572	353480
8463	457603	353408
8464	457633	353335
8465	457675	353272
8466	457710	353203
8467	457744	353134
8468	457785	353069
8469	457822	353002
8470	457861	352936
8471	457892	352865
8472	457923	352793
8473	457966	352730
8474	458003	352663
8475	458039	352595
8476	458072	352525
8477	458108	352457
8478	458142	352387
8479	458177	352319
8480	458216	352254
8481	458252	352185
8482	458282	352113
8483	458315	352043
8484	458348	351973
8485	458383	351904
8486	458411	351830
8487	458452	351766
8488	458485	351696
8489	458514	351623
8490	458546	351552
8491	458582	351484
8492	458616	351415
8493	458652	351347
8494	458689	351280
8495	458733	351218
8496	458766	351148
8497	458804	351082
8498	458837	351012
8499	458867	350939
8500	458902	350871
8501	458937	350803
8502	458967	350730
8503	459003	350662
8504	459038	350594
8505	459068	350522
8506	459100	350451
8507	459130	350379
8508	459170	350314
8509	459204	350245
8510	459240	350177
8511	459280	350113
8512	459315	350044
8513	459350	349976
8514	459381	349904
8515	459416	349836
8516	459462	349776
8517	459494	349705
8518	459531	349638
8519	459571	349573
8520	459615	349512
8521	459649	349443
8522	459684	349375
8523	459722	349309
8524	459757	349240
8525	459794	349174
8526	459830	349106
8527	459860	349034
8528	459900	348970
8529	459941	348906
8530	459975	348837
8531	460008	348767
8532	460044	348699
8533	460081	348632
8534	460116	348564
8535	460153	348498
8536	460190	348431
8537	460225	348363
8538	460264	348298
8539	460296	348227
8540	460336	348163
8541	460372	348095
8542	460402	348023
8543	460438	347956
8544	460474	347888
8545	460510	347821
8546	460548	347755
8547	460584	347688
8548	460615	347617
8549	460650	347548
8550	460684	347480
8551	460720	347412
8552	460756	347345
8553	460792	347278
8554	460828	347210
8555	460865	347144
8556	460894	347071
8557	460931	347004
8558	460962	346933
8559	460993	346862
8560	461028	346795
8561	461069	346731
8562	461104	346663
8563	461135	346592
8564	461166	346521
8565	461204	346455
8566	461234	346383
8567	461271	346316
8568	461310	346251
8569	461343	346182
8570	461380	346116
8571	461414	346047
8572	461448	345978
8573	461478	345906
8574	461509	345836
8575	461545	345768
8576	461584	345703
8577	461619	345635
8578	461653	345567
8579	461683	345495
8580	461718	345428
8581	461753	345359
8582	461786	345290
8583	461816	345218
8584	461845	345146
8585	461879	345078
8586	461911	345008
8587	461948	344941
8588	461986	344875
8589	462016	344804
8590	462046	344732
8591	462076	344661
8592	462116	344597
8593	462152	344530
8594	462191	344465
8595	462223	344395
8596	462264	344332
8597	462304	344268
8598	462345	344204
8599	462375	344133
8600	462410	344065
8601	462448	344000
8602	462485	343933
8603	462524	343868
8604	462560	343802
8605	462591	343731
8606	462625	343663
8607	462663	343597
8608	462701	343532
8609	462732	343461
8610	462769	343395
8611	462803	343327
8612	462842	343262
8613	462879	343196
8614	462912	343127
8615	462944	343057
8616	462992	342998
8617	463040	342941
8618	463074	342872
8619	463109	342805
8620	463149	342741
8621	463191	342678
8622	463231	342615
8623	463273	342552
8624	463312	342487
8625	463354	342425
8626	463385	342355
8627	463425	342291
8628	463460	342223
8629	463492	342154
8630	463524	342084
8631	463564	342020
8632	463605	341957
8633	463662	341906
8634	463716	341852
8635	463776	341803
8636	463826	341747
8637	463874	341688
8638	463917	341627
8639	463962	341567
8640	464012	341510
8641	464058	341451
8642	464103	341391
8643	464144	341328
8644	464190	341269
8645	464227	341203
8646	464268	341140
8647	464312	341079
8648	464355	341017
8649	464392	340951
8650	464429	340886
8651	464464	340818
8652	464507	340756
8653	464546	340692
8654	464592	340633
8655	464630	340568
8656	464671	340505
8657	464713	340442
8658	464749	340376
8659	464790	340313
8660	464828	340247
8661	464870	340185
8662	464911	340122
8663	464951	340059
8664	464989	339993
8665	465028	339929
8666	465071	339867
8667	465109	339803
8668	465147	339737
8669	465186	339673
8670	465223	339607
8671	465260	339541
8672	465295	339475
8673	465338	339413
8674	465373	339345
8675	465414	339283
8676	465455	339219
8677	465491	339153
8678	465533	339091
8679	465570	339026
8680	465607	338960
8681	465652	338900
8682	465692	338836
8683	465725	338768
8684	465761	338701
8685	465803	338639
8686	465839	338572
8687	465875	338506
8688	465912	338440
8689	465946	338372
8690	465979	338304
8691	466019	338241
8692	466054	338173
8693	466090	338107
8694	466129	338042
8695	466167	337978
8696	466202	337910
8697	466245	337849
8698	466282	337784
8699	466324	337721
8700	466364	337658
8701	466396	337589
8702	466435	337525
8703	466479	337464
8704	466512	337396
8705	466551	337332
8706	466584	337263
8707	466622	337198
8708	466654	337129
8709	466697	337068
8710	466735	337003
8711	466768	336935
8712	466808	336871
8713	466845	336805
8714	466886	336743
8715	466919	336675
8716	466959	336611
8717	466998	336547
8718	467036	336482
8719	467075	336418
8720	467116	336355
8721	467156	336292
8722	467193	336227
8723	467234	336164
8724	467268	336096
8725	467304	336031
8726	467340	335964
8727	467375	335897
8728	467409	335830
8729	467451	335768
8730	467484	335699
8731	467525	335637
8732	467567	335575
8733	467602	335508
8734	467644	335447
8735	467680	335380
8736	467715	335314
8737	467761	335254
8738	467801	335191
8739	467842	335129
8740	467887	335069
8741	467919	335000
8742	467954	334933
8743	467986	334864
8744	468034	334807
8745	468074	334744
8746	468115	334681
8747	468159	334621
8748	468203	334560
8749	468248	334501
8750	468289	334439
8751	468326	334373
8752	468367	334311
8753	468400	334243
8754	468443	334182
8755	468486	334120
8756	468527	334058
8757	468559	333990
8758	468599	333926
8759	468643	333866
8760	468676	333798
8761	468710	333730
8762	468751	333668
8763	468792	333605
8764	468823	333536
8765	468860	333471
8766	468896	333405
8767	468928	333336
8768	468973	333277
8769	469009	333211
8770	469052	333150
8771	469092	333087
8772	469124	333018
8773	469161	332953
8774	469196	332886
8775	469230	332819
8776	469269	332755
8777	469307	332690
8778	469338	332622
8779	469370	332552
8780	469401	332484
8781	469443	332422
8782	469477	332354
8783	469511	332287
8784	469546	332221
8785	469579	332153
8786	469618	332089
8787	469654	332023
8788	469690	331958
8789	469730	331895
8790	469768	331830
8791	469800	331762
8792	469841	331699
8793	469878	331635
8794	469919	331573
8795	469951	331503
8796	469986	331437
8797	470025	331374
8798	470058	331306
8799	470090	331237
8800	470121	331168
8801	470162	331106
8802	470198	331040
8803	470232	330973
8804	470269	330908
8805	470307	330844
8806	470344	330779
8807	470375	330710
8808	470414	330646
8809	470449	330580
8810	470486	330515
8811	470522	330449
8812	470558	330384
8813	470591	330316
8814	470629	330252
8815	470660	330183
8816	470691	330114
8817	470725	330047
8818	470759	329980
8819	470803	329919
8820	470839	329854
8821	470876	329789
8822	470905	329719
8823	470945	329656
8824	470978	329588
8825	471008	329519
8826	471044	329453
8827	471080	329388
8828	471112	329319
8829	471153	329257
8830	471188	329191
8831	471218	329122
8832	471249	329052
8833	471279	328983
8834	471310	328914
8835	471343	328846
8836	471381	328782
8837	471410	328712
8838	471440	328642
8839	471475	328576
8840	471506	328507
8841	471545	328444
8842	471581	328378
8843	471618	328314
8844	471655	328249
8845	471715	328200
8846	471751	328135
8847	471791	328072
8848	471827	328007
8849	471864	327943
8850	471906	327881
8851	471946	327819
8852	471985	327755
8853	472019	327689
8854	472059	327626
8855	472095	327561
8856	472125	327491
8857	472161	327426
8858	472192	327357
8859	472231	327294
8860	472268	327229
8861	472299	327161
8862	472337	327097
8863	472375	327032
8864	472405	326964
8865	472441	326898
8866	472471	326829
8867	472511	326766
8868	472546	326700
8869	472578	326632
8870	472621	326572
8871	472661	326509
8872	472699	326446
8873	472738	326382
8874	472768	326313
8875	472798	326244
8876	472830	326176
8877	472863	326109
8878	472901	326045
8879	472932	325976
8880	472962	325907
8881	472999	325842
8882	473039	325780
8883	473075	325715
8884	473116	325653
8885	473152	325588
8886	473182	325519
8887	473216	325452
8888	473251	325386
8889	473281	325317
8890	473318	325253
8891	473356	325189
8892	473391	325124
8893	473425	325057
8894	473463	324993
8895	473500	324929
8896	473532	324861
8897	473569	324797
8898	473599	324727
8899	473630	324659
8900	473663	324592
8901	473698	324526
8902	473729	324458
8903	473762	324391
8904	473794	324323
8905	473834	324261
8906	473871	324197
8907	473907	324132
8908	473944	324067
8909	473978	324001
8910	474010	323933
8911	474055	323874
8912	474095	323813
8913	474133	323748
8914	474168	323683
8915	474202	323617
8916	474236	323551
8917	474268	323483
8918	474309	323421
8919	474346	323357
8920	474383	323293
8921	474422	323230
8922	474452	323161
8923	474481	323092
8924	474520	323029
8925	474552	322961
8926	474587	322896
8927	474622	322830
8928	474667	322771
8929	474704	322707
8930	474738	322641
8931	474776	322578
8932	474817	322516
8933	474846	322447
8934	474882	322381
8935	474918	322317
8936	474955	322253
8937	474991	322188
8938	475024	322121
8939	475057	322054
8940	475092	321989
8941	475128	321924
8942	475162	321858
8943	475201	321795
8944	475234	321729
8945	475269	321663
8946	475302	321597
8947	475339	321533
8948	475377	321469
8949	475409	321401
8950	475447	321338
8951	475486	321276
8952	475524	321212
8953	475562	321149
8954	475594	321082
8955	475631	321018
8956	475666	320952
8957	475704	320889
8958	475742	320826
8959	475777	320760
8960	475815	320697
8961	475850	320632
8962	475885	320566
8963	475923	320503
8964	475953	320435
8965	475989	320370
8966	476028	320307
8967	476065	320243
8968	476101	320179
8969	476132	320111
8970	476165	320044
8971	476205	319982
8972	476240	319917
8973	476276	319852
8974	476307	319785
8975	476345	319722
8976	476376	319653
8977	476409	319587
8978	476447	319524
8979	476480	319457
8980	476517	319394
8981	476548	319326
8982	476584	319261
8983	476615	319194
8984	476646	319125
8985	476676	319057
8986	476713	318993
8987	476748	318928
8988	476786	318865
8989	476822	318801
8990	476858	318736
8991	476889	318668
8992	476927	318605
8993	476959	318538
8994	476991	318471
8995	477021	318403
8996	477051	318334
8997	477081	318266
8998	477120	318203
8999	477151	318136
9000	477190	318074
9001	477227	318010
9002	477260	317943
9003	477299	317881
9004	477333	317816
9005	477371	317752
9006	477405	317687
9007	477438	317620
9008	477472	317554
9009	477505	317488
9010	477539	317423
9011	477572	317357
9012	477605	317290
9013	477635	317222
9014	477667	317155
9015	477702	317090
9016	477731	317021
9017	477766	316956
9018	477802	316892
9019	477838	316828
9020	477872	316762
9021	477908	316698
9022	477945	316634
9023	477978	316568
9024	478022	316509
9025	478058	316445
9026	478092	316380
9027	478126	316314
9028	478163	316250
9029	478200	316187
9030	478231	316119
9031	478268	316056
9032	478305	315993
9033	478344	315931
9034	478376	315864
9035	478413	315800
9036	478444	315733
9037	478475	315665
9038	478513	315602
9039	478551	315540
9040	478584	315473
9041	478616	315407
9042	478653	315344
9043	478689	315279
9044	478724	315214
9045	478760	315151
9046	478797	315087
9047	478833	315023
9048	478864	314955
9049	478898	314890
9050	478935	314827
9051	478972	314764
9052	479015	314704
9053	479053	314641
9054	479091	314578
9055	479125	314514
9056	479159	314448
9057	479190	314380
9058	479225	314316
9059	479254	314248
9060	479288	314182
9061	479326	314119
9062	479356	314052
9063	479390	313986
9064	479424	313921
9065	479461	313858
9066	479499	313795
9067	479530	313728
9068	479562	313661
9069	479595	313596
9070	479633	313533
9071	479671	313470
9072	479706	313405
9073	479736	313338
9074	479767	313270
9075	479803	313206
9076	479837	313141
9077	479880	313082
9078	479915	313018
9079	479953	312955
9080	479990	312892
9081	480030	312831
9082	480062	312764
9083	480092	312696
9084	480124	312630
9085	480163	312568
9086	480193	312500
9087	480229	312437
9088	480267	312374
9089	480305	312312
9090	480341	312248
9091	480375	312183
9092	480411	312119
9093	480449	312056
9094	480481	311990
9095	480518	311927
9096	480554	311863
9097	480589	311799
9098	480628	311737
9099	480669	311676
9100	480706	311613
9101	480741	311549
9102	480779	311487
9103	480822	311427
9104	480858	311364
9105	480890	311298
9106	480923	311232
9107	480959	311168
9108	480993	311103
9109	481030	311040
9110	481062	310974
9111	481100	310911
9112	481132	310845
9113	481168	310782
9114	481203	310718
9115	481236	310652
9116	481272	310588
9117	481310	310526
9118	481349	310464
9119	481385	310401
9120	481424	310339
9121	481463	310277
9122	481498	310213
9123	481538	310152
9124	481570	310086
9125	481604	310021
9126	481643	309959
9127	481675	309893
9128	481711	309829
9129	481748	309767
9130	481784	309703
9131	481821	309640
9132	481859	309578
9133	481897	309515
9134	481934	309453
9135	481970	309390
9136	482007	309327
9137	482043	309263
9138	482082	309201
9139	482114	309135
9140	482154	309074
9141	482192	309012
9142	482228	308949
9143	482261	308883
9144	482297	308820
9145	482331	308755
9146	482368	308692
9147	482404	308629
9148	482449	308571
9149	482485	308507
9150	482522	308445
9151	482553	308378
9152	482591	308316
9153	482624	308251
9154	482655	308184
9155	482687	308118
9156	482717	308051
9157	482753	307988
9158	482788	307924
9159	482824	307860
9160	482854	307793
9161	482897	307734
9162	482927	307667
9163	482963	307604
9164	483003	307543
9165	483043	307482
9166	483081	307420
9167	483112	307353
9168	483149	307291
9169	483181	307225
9170	483219	307163
9171	483255	307099
9172	483291	307036
9173	483327	306973
9174	483363	306909
9175	483396	306844
9176	483433	306782
9177	483468	306718
9178	483506	306656
9179	483542	306592
9180	483572	306526
9181	483607	306462
9182	483648	306401
9183	483688	306341
9184	483721	306276
9185	483760	306214
9186	483795	306151
9187	483834	306089
9188	483872	306027
9189	483905	305962
9190	483937	305896
9191	483968	305830
9192	483997	305763
9193	484034	305700
9194	484070	305637
9195	484101	305570
9196	484138	305508
9197	484168	305441
9198	484207	305380
9199	484244	305317
9200	484274	305251
9201	484309	305187
9202	484348	305125
9203	484381	305061
9204	484414	304995
9205	484455	304935
9206	484489	304871
9207	484524	304808
9208	484559	304744
9209	484593	304679
9210	484629	304616
9211	484664	304553
9212	484697	304488
9213	484737	304427
9214	484773	304364
9215	484806	304299
9216	484841	304235
9217	484875	304171
9218	484907	304106
9219	484944	304043
9220	484979	303979
9221	485015	303917
9222	485051	303854
9223	485086	303790
9224	485124	303729
9225	485161	303666
9226	485207	303609
9227	485241	303545
9228	485278	303482
9229	485311	303418
9230	485342	303352
9231	485380	303290
9232	485414	303226
9233	485448	303162
9234	485480	303096
9235	485514	303032
9236	485544	302965
9237	485586	302906
9238	485624	302845
9239	485653	302777
9240	485685	302712
9241	485722	302649
9242	485759	302588
9243	485789	302521
9244	485823	302457
9245	485858	302393
9246	485894	302330
9247	485931	302268
9248	485967	302205
9249	485998	302140
9250	486038	302079
9251	486069	302013
9252	486101	301947
9253	486139	301886
9254	486174	301823
9255	486215	301763
9256	486249	301699
9257	486286	301637
9258	486320	301573
9259	486350	301507
9260	486386	301443
9261	486424	301382
9262	486466	301323
9263	486501	301260
9264	486533	301194
9265	486564	301128
9266	486594	301062
9267	486631	301000
9268	486661	300934
9269	486695	300870
9270	486725	300803
9271	486761	300740
9272	486800	300680
9273	486837	300618
9274	486879	300559
9275	486916	300497
9276	486950	300433
9277	486988	300371
9278	487027	300310
9279	487060	300246
9280	487093	300182
9281	487128	300118
9282	487168	300058
9283	487209	299998
9284	487258	299944
9285	487311	299892
9286	487358	299836
9287	487400	299777
9288	487442	299718
9289	487480	299656
9290	487518	299595
9291	487559	299536
9292	487595	299473
9293	487633	299412
9294	487672	299351
9295	487710	299290
9296	487745	299226
9297	487785	299166
9298	487821	299104
9299	487853	299039
9300	487887	298975
9301	487925	298913
9302	487960	298850
9303	488000	298790
9304	488035	298727
9305	488066	298662
9306	488100	298598
9307	488137	298536
9308	488177	298476
9309	488215	298415
9310	488253	298353
9311	488284	298288
9312	488318	298224
9313	488348	298158
9314	488382	298094
9315	488422	298034
9316	488456	297970
9317	488496	297911
9318	488531	297848
9319	488570	297787
9320	488610	297727
9321	488646	297665
9322	488681	297602
9323	488721	297541
9324	488760	297481
9325	488802	297422
9326	488842	297362
9327	488874	297297
9328	488913	297236
9329	488949	297174
9330	488980	297109
9331	489017	297047
9332	489055	296986
9333	489096	296927
9334	489132	296864
9335	489169	296802
9336	489204	296739
9337	489235	296674
9338	489269	296610
9339	489305	296548
9340	489342	296487
9341	489379	296425
9342	489422	296367
9343	489457	296304
9344	489488	296238
9345	489525	296177
9346	489559	296113
9347	489589	296048
9348	489622	295983
9349	489655	295920
9350	489689	295856
9351	489735	295799
9352	489772	295738
9353	489809	295676
9354	489844	295613
9355	489882	295552
9356	489917	295490
9357	489950	295425
9358	489988	295364
9359	490021	295301
9360	490062	295241
9361	490095	295177
9362	490126	295112
9363	490156	295046
9364	490193	294984
9365	490233	294925
9366	490271	294864
9367	490309	294803
9368	490345	294741
9369	490376	294675
9370	490407	294610
9371	490444	294549
9372	490483	294488
9373	490520	294427
9374	490555	294364
9375	490587	294300
9376	490622	294237
9377	490652	294171
9378	490685	294108
9379	490721	294045
9380	490759	293984
9381	490790	293919
9382	490826	293857
9383	490855	293791
9384	490887	293726
9385	490926	293666
9386	490961	293604
9387	490998	293542
9388	491032	293479
9389	491065	293415
9390	491102	293354
9391	491138	293292
9392	491178	293232
9393	491211	293168
9394	491248	293107
9395	491289	293047
9396	491323	292985
9397	491357	292921
9398	491395	292860
9399	491430	292798
9400	491466	292736
9401	491503	292675
9402	491533	292609
9403	491570	292547
9404	491605	292485
9405	491643	292424
9406	491680	292363
9407	491711	292298
9408	491749	292237
9409	491786	292176
9410	491816	292110
9411	491857	292051
9412	491895	291991
9413	491926	291926
9414	491958	291861
9415	491989	291796
9416	492025	291735
9417	492060	291672
9418	492096	291610
9419	492134	291550
9420	492166	291486
9421	492208	291427
9422	492243	291365
9423	492282	291305
9424	492314	291240
9425	492353	291180
9426	492392	291120
9427	492429	291059
9428	492468	290999
9429	492509	290940
9430	492546	290879
9431	492579	290815
9432	492615	290754
9433	492651	290692
9434	492683	290627
9435	492719	290565
9436	492749	290501
9437	492785	290438
9438	492819	290375
9439	492859	290316
9440	492897	290256
9441	492936	290196
9442	492972	290134
9443	493011	290074
9444	493047	290012
9445	493078	289948
9446	493114	289885
9447	493153	289826
9448	493191	289765
9449	493228	289704
9450	493258	289639
9451	493292	289576
9452	493322	289511
9453	493353	289446
9454	493396	289388
9455	493433	289328
9456	493475	289269
9457	493520	289213
9458	493566	289157
9459	493612	289101
9460	493656	289044
9461	493708	288992
9462	493754	288936
9463	493797	288879
9464	493832	288816
9465	493868	288755
9466	493908	288695
9467	493950	288637
9468	493992	288579
9469	494029	288518
9470	494074	288462
9471	494108	288399
9472	494153	288343
9473	494192	288283
9474	494225	288220
9475	494259	288156
9476	494300	288098
9477	494341	288040
9478	494376	287977
9479	494417	287918
9480	494457	287859
9481	494495	287799
9482	494532	287738
9483	494576	287681
9484	494617	287622
9485	494653	287561
9486	494691	287500
9487	494725	287438
9488	494763	287377
9489	494799	287316
9490	494840	287257
9491	494878	287197
9492	494911	287134
9493	494952	287075
9494	494990	287015
9495	495034	286958
9496	495072	286897
9497	495105	286835
9498	495140	286772
9499	495174	286710
9500	495207	286646
9501	495242	286584
9502	495281	286525
9503	495323	286467
9504	495356	286404
9505	495402	286348
9506	495443	286289
9507	495487	286232
9508	495526	286173
9509	495562	286111
9510	495599	286051
9511	495637	285991
9512	495683	285935
9513	495727	285878
9514	495764	285817
9515	495801	285756
9516	495842	285698
9517	495882	285639
9518	495923	285580
9519	495969	285525
9520	496012	285467
9521	496054	285409
9522	496101	285354
9523	496145	285297
9524	496181	285236
9525	496223	285178
9526	496258	285116
9527	496294	285055
9528	496330	284994
9529	496371	284935
9530	496408	284875
9531	496451	284817
9532	496491	284758
9533	496528	284698
9534	496566	284637
9535	496610	284580
9536	496651	284522
9537	496698	284467
9538	496736	284407
9539	496773	284346
9540	496816	284289
9541	496850	284227
9542	496894	284170
9543	496927	284107
9544	496967	284048
9545	497003	283987
9546	497050	283932
9547	497095	283876
9548	497131	283814
9549	497175	283758
9550	497216	283699
9551	497261	283643
9552	497297	283582
9553	497345	283527
9554	497385	283468
9555	497427	283411
9556	497466	283351
9557	497504	283291
9558	497539	283229
9559	497580	283171
9560	497616	283110
9561	497662	283054
9562	497703	282996
9563	497737	282934
9564	497775	282874
9565	497812	282813
9566	497848	282752
9567	497891	282695
9568	497934	282637
9569	497978	282581
9570	498013	282520
9571	498048	282458
9572	498093	282402
9573	498125	282338
9574	498160	282276
9575	498194	282214
9576	498226	282151
9577	498261	282089
9578	498296	282027
9579	498330	281965
